pair_id,file,cluster,thresh,sep_min,t1_precision,t1_recall,t1_f1,t1_jaccard,t1_mcc,t2_precision,t2_recall,t2_f1,t2_jaccard,t2_mcc,common_precision,common_recall,common_f1,common_jaccard,common_mcc,uniq1_precision,uniq1_recall,uniq1_f1,uniq1_jaccard,uniq1_mcc,uniq2_precision,uniq2_recall,uniq2_f1,uniq2_jaccard,uniq2_mcc
1jfkA_2nxqB,msa_t__MSA_deep.npy,DeepMsa,0.4,6,0.3114754098360656,0.4175824175824176,0.35680751173708924,0.21714285714285714,0.35304322766140545,0.2236842105263158,0.7391304347826086,0.3434343434343434,0.2073170731707317,0.3956204420973328,0.13157894736842105,0.7692307692307693,0.2247191011235955,0.12658227848101267,0.3094194489962482,0.23684210526315788,0.42857142857142855,0.30508474576271183,0.18,0.29934335882681423,0.09210526315789473,0.7,0.16279069767441862,0.08860759493670886,0.24551226798065082
1jfkA_2nxqB,msa_t__ShallowMsa_000.npy,ShallowMsa_000,0.4,6,0.3111111111111111,0.15384615384615385,0.2058823529411765,0.11475409836065574,0.2132232764432266,0.4666666666666667,0.6086956521739131,0.5283018867924527,0.358974358974359,0.5268675988514473,0.3,0.6923076923076923,0.41860465116279066,0.2647058823529412,0.45074800716187496,0.1,0.07142857142857142,0.08333333333333333,0.043478260869565216,0.06812486786518869,0.16666666666666666,0.5,0.25,0.14285714285714285,0.28289361213690034
1jfkA_2nxqB,msa_t__ShallowMsa_001.npy,ShallowMsa_001,0.4,6,0.25,0.1978021978021978,0.22085889570552147,0.12413793103448276,0.2152600343147764,0.3170731707317073,0.5652173913043478,0.40625,0.2549019607843137,0.4146925725262114,0.21951219512195122,0.6923076923076923,0.3333333333333333,0.2,0.3835273926139632,0.17073170731707318,0.16666666666666666,0.16867469879518074,0.09210526315789473,0.15121595224515735,0.0975609756097561,0.4,0.15686274509803924,0.0851063829787234,0.18990986069421084
1jfkA_2nxqB,msa_t__ShallowMsa_002.npy,ShallowMsa_002,0.4,6,0.35294117647058826,0.06593406593406594,0.1111111111111111,0.058823529411764705,0.1490384437560534,0.5555555555555556,0.21739130434782608,0.3125,0.18518518518518517,0.34311256990184325,0.4444444444444444,0.3076923076923077,0.3636363636363637,0.2222222222222222,0.36643430195556487,0.1111111111111111,0.023809523809523808,0.0392156862745098,0.02,0.042327316644872354,0.1111111111111111,0.1,0.10526315789473685,0.05555555555555555,0.10118028013261494
1jfkA_2nxqB,msa_t__ShallowMsa_003.npy,ShallowMsa_003,0.4,6,0.1,0.01098901098901099,0.019801980198019806,0.01,0.029934353372655643,0.5,0.043478260869565216,0.08,0.041666666666666664,0.1449786087570282,0.5,0.07692307692307693,0.13333333333333336,0.07142857142857142,0.1943104666078184,0.0,0.0,0.0,0.0,-0.004596596010148948,0.0,0.0,0.0,0.0,-0.0022249476669260943
1jfkA_2nxqB,msa_t__ShallowMsa_004.npy,ShallowMsa_004,0.4,6,0.3,0.23076923076923078,0.2608695652173913,0.15,0.25647794851234207,0.3076923076923077,0.6956521739130435,0.42666666666666664,0.2711864406779661,0.45395360621498504,0.21153846153846154,0.8461538461538461,0.3384615384615385,0.2037037037037037,0.41692111981325775,0.1346153846153846,0.16666666666666666,0.14893617021276595,0.08045977011494253,0.12962745589730953,0.09615384615384616,0.5,0.16129032258064518,0.08771929824561403,0.21121269322466177
1jfkA_2nxqB,msa_t__ShallowMsa_005.npy,ShallowMsa_005,0.4,6,0.3783783783783784,0.15384615384615385,0.21875,0.12280701754385964,0.23645941744619212,0.2916666666666667,0.30434782608695654,0.2978723404255319,0.175,0.28966220628680794,0.16666666666666666,0.3076923076923077,0.21621621621621623,0.12121212121212122,0.2197107594892465,0.2916666666666667,0.16666666666666666,0.2121212121212121,0.11864406779661017,0.2081399170521953,0.125,0.3,0.17647058823529413,0.0967741935483871,0.18754731692038956
1jfkA_2nxqB,msa_t__ShallowMsa_006.npy,ShallowMsa_006,0.4,6,0.0,0.0,0.0,0.0,-0.003882503706807825,0.0,0.0,0.0,0.0,-0.00239316555519833,0.0,0.0,0.0,0.0,-0.0017947074940304923,0.0,0.0,0.0,0.0,-0.0032494775869254654,0.0,0.0,0.0,0.0,-0.0015728851436574624
1jfkA_2nxqB,msa_t__ShallowMsa_007.npy,ShallowMsa_007,0.4,6,0.32142857142857145,0.1978021978021978,0.24489795918367344,0.13953488372093023,0.2461692279943946,0.43333333333333335,0.5652173913043478,0.49056603773584906,0.325,0.4882911087198094,0.23333333333333334,0.5384615384615384,0.32558139534883723,0.19444444444444445,0.3483814438591443,0.1,0.07142857142857142,0.08333333333333333,0.043478260869565216,0.06812486786518869,0.2,0.6,0.3,0.17647058823529413,0.3412078781970221
1jfkA_2nxqB,msa_t__ShallowMsa_008.npy,ShallowMsa_008,0.4,6,0.23529411764705882,0.17582417582417584,0.20125786163522016,0.11188811188811189,0.19632106589612836,0.3191489361702128,0.6521739130434783,0.4285714285714286,0.2727272727272727,0.4476960591252897,0.19148936170212766,0.6923076923076923,0.30000000000000004,0.17647058823529413,0.35716779691111156,0.10638297872340426,0.11904761904761904,0.11235955056179775,0.05952380952380952,0.09254151242860986,0.1276595744680851,0.6,0.21052631578947367,0.11764705882352941,0.2698317607118228
