mode,version,cluster,chain,TM_F1,TM_F2,TMdiff,pred_pdb,error,TMdiff_centered
ESMFold2_newmethod,ESMFold2,ShallowMsa_000,2h44A,0.9342228238191436,0.9235801713713625,0.010642652447781065,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_000.pdb,,0.02552883046926957
ESMFold2_newmethod,ESMFold2,ShallowMsa_001,2h44A,0.9029282654564577,0.8817164125237078,0.021211852932749853,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_001.pdb,,0.03609803095423836
ESMFold2_newmethod,ESMFold2,ShallowMsa_002,2h44A,0.7990092581527299,0.7745864730370604,0.024422785115669532,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_002.pdb,,0.03930896313715804
ESMFold2_newmethod,ESMFold2,ShallowMsa_003,2h44A,0.831085951546962,0.8110434467613257,0.020042504785636295,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_003.pdb,,0.0349286828071248
ESMFold2_newmethod,ESMFold2,ShallowMsa_004,2h44A,0.9153233294892479,0.8919477338138524,0.02337559567539549,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_004.pdb,,0.038261773696883994
ESMFold2_newmethod,ESMFold2,ShallowMsa_005,2h44A,0.7694582662933447,0.847175037152276,-0.07771677085893136,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_005.pdb,,-0.06283059283744286
ESMFold2_newmethod,ESMFold2,ShallowMsa_006,2h44A,0.857840112901551,0.8267860691419975,0.031054043759553562,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_006.pdb,,0.04594022178104207
ESMFold2_newmethod,ESMFold2,ShallowMsa_007,2h44A,0.9101778230955027,0.8837978618218547,0.026379961273647945,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_007.pdb,,0.04126613929513645
ESMFold2_newmethod,ESMFold2,ShallowMsa_008,2h44A,0.8868504738492813,0.8620892347148643,0.024761239134416968,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_008.pdb,,0.03964741715590547
ESMFold2_newmethod,ESMFold2,ShallowMsa_009,2h44A,0.7557589515855803,0.7576525729056459,-0.0018936213200656526,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_009.pdb,,0.012992556701422853
ESMFold2_newmethod,ESMFold2,ShallowMsa_010,2h44A,0.805372777491009,0.8046659578374008,0.0007068196536081928,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_010.pdb,,0.015592997675096698
ESMFold2_newmethod,ESMFold2,ShallowMsa_011,2h44A,0.8001153742240524,0.850243010861871,-0.05012763663781861,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_011.pdb,,-0.0352414586163301
ESMFold2_newmethod,ESMFold2,ShallowMsa_012,2h44A,0.8909054017816603,0.8653553077282873,0.02555009405337305,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_012.pdb,,0.04043627207486156
ESMFold2_newmethod,ESMFold2,ShallowMsa_013,2h44A,0.8796065731657856,0.8928867448744113,-0.013280171708625721,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_013.pdb,,0.0016060063128627844
ESMFold2_newmethod,ESMFold2,ShallowMsa_014,2h44A,0.9203139382539541,0.9259038567559372,-0.005589918501983093,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_014.pdb,,0.009296259519505412
ESMFold2_newmethod,ESMFold2,ShallowMsa_015,2h44A,0.909120287299774,0.9156234210074204,-0.006503133707646436,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_015.pdb,,0.00838304431384207
ESMFold2_newmethod,ESMFold2,ShallowMsa_016,2h44A,0.890417352218761,0.8506795791450366,0.03973777307372439,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_016.pdb,,0.0546239510952129
ESMFold2_newmethod,ESMFold2,ShallowMsa_017,2h44A,0.8801049170337014,0.8975921891761423,-0.017487272142440835,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_017.pdb,,-0.0026010941209523297
ESMFold2_newmethod,ESMFold2,ShallowMsa_018,2h44A,0.8824472954368963,0.9010554875935188,-0.01860819215662257,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_018.pdb,,-0.0037220141351340663
ESMFold2_newmethod,ESMFold2,ShallowMsa_019,2h44A,0.8985253547778325,0.9158650940438546,-0.01733973926602217,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_019.pdb,,-0.002453561244533664
ESMFold2_newmethod,ESMFold2,ShallowMsa_020,2h44A,0.8403040819217713,0.8369567972668764,0.0033472846548948665,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_020.pdb,,0.018233462676383372
ESMFold2_newmethod,ESMFold2,ShallowMsa_021,2h44A,0.8183912147085286,0.873761892253134,-0.05537067754460545,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_021.pdb,,-0.040484499523116946
ESMFold2_newmethod,ESMFold2,ShallowMsa_022,2h44A,0.9352297033456741,0.9546963154108409,-0.019466612065166755,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_022.pdb,,-0.00458043404367825
ESMFold2_newmethod,ESMFold2,ShallowMsa_023,2h44A,0.8560343922642895,0.8383986694290306,0.017635722835258827,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_023.pdb,,0.03252190085674733
ESMFold2_newmethod,ESMFold2,ShallowMsa_024,2h44A,0.8959924305378913,0.8737821744097544,0.022210256128136985,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_024.pdb,,0.03709643414962549
ESMFold2_newmethod,ESMFold2,ShallowMsa_025,2h44A,0.5830887222794622,0.6083383434669821,-0.025249621187519944,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_025.pdb,,-0.010363443166031439
ESMFold2_newmethod,ESMFold2,ShallowMsa_026,2h44A,0.9237559315007543,0.9382698162165168,-0.014513884715762537,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_026.pdb,,0.0003722933057259681
ESMFold2_newmethod,ESMFold2,ShallowMsa_027,2h44A,0.8970916174332094,0.9125168854917406,-0.015425268058531172,Pipeline/FoldPairs/2h44A_1rkpA/output_esmfold2/ShallowMsa_027.pdb,,-0.0005390900370426666
