mode,version,cluster,chain,TM_F1,TM_F2,TMdiff,pred_pdb,error,TMdiff_centered
ESMFold2_newmethod,ESMFold2,ShallowMsa_000,1nocA,0.3298030236705137,0.33802138559918776,-0.00821836192867409,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_000.pdb,,0.015762529585907847
ESMFold2_newmethod,ESMFold2,ShallowMsa_001,1nocA,0.3893022950202989,0.4225655623033654,-0.0332632672830665,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_001.pdb,,-0.009282375768484563
ESMFold2_newmethod,ESMFold2,ShallowMsa_002,1nocA,0.3644376939198553,0.3732262635160288,-0.008788569596173468,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_002.pdb,,0.015192321918408469
ESMFold2_newmethod,ESMFold2,ShallowMsa_003,1nocA,0.3348109736412447,0.33584902756144086,-0.0010380539201961803,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_003.pdb,,0.022942837594385757
ESMFold2_newmethod,ESMFold2,ShallowMsa_004,1nocA,0.32664568071194616,0.3589379941411743,-0.032292313429228114,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_004.pdb,,-0.008311421914646178
ESMFold2_newmethod,ESMFold2,ShallowMsa_005,1nocA,0.3341620822899927,0.359136674976341,-0.024974592686348274,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_005.pdb,,-0.0009937011717663369
ESMFold2_newmethod,ESMFold2,ShallowMsa_006,1nocA,0.29597524600710073,0.34013791335475685,-0.044162667347656115,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_006.pdb,,-0.020181775833074178
ESMFold2_newmethod,ESMFold2,ShallowMsa_007,1nocA,0.2698567158924319,0.2930754276400401,-0.0232187117476082,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_007.pdb,,0.0007621797669737362
ESMFold2_newmethod,ESMFold2,ShallowMsa_008,1nocA,0.5110909204037746,0.5343751119620574,-0.023284191558282874,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_008.pdb,,0.0006966999562990628
ESMFold2_newmethod,ESMFold2,ShallowMsa_009,1nocA,0.3594785626405777,0.38345061003655484,-0.023972047395977136,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_009.pdb,,8.8441186048005e-06
ESMFold2_newmethod,ESMFold2,ShallowMsa_010,1nocA,0.27702483326579486,0.2964076368734669,-0.019382803607672028,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_010.pdb,,0.004598087906909909
ESMFold2_newmethod,ESMFold2,ShallowMsa_011,1nocA,0.2865523164013276,0.31053058775588693,-0.023978271354559322,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_011.pdb,,2.6201600226150035e-06
ESMFold2_newmethod,ESMFold2,ShallowMsa_012,1nocA,0.26416218434668015,0.31070284257852526,-0.04654065823184511,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_012.pdb,,-0.022559766717263174
ESMFold2_newmethod,ESMFold2,ShallowMsa_013,1nocA,0.26143221610252443,0.28888383518954647,-0.02745161908702204,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_013.pdb,,-0.003470727572440102
ESMFold2_newmethod,ESMFold2,ShallowMsa_014,1nocA,0.28647523815175013,0.28152687055852005,0.004948367593230085,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_014.pdb,,0.028929259107812022
ESMFold2_newmethod,ESMFold2,ShallowMsa_015,1nocA,0.3087575010381181,0.3536747958325685,-0.04491729479445039,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_015.pdb,,-0.020936403279868454
ESMFold2_newmethod,ESMFold2,ShallowMsa_016,1nocA,0.2652724400257131,0.2993975816860902,-0.03412514166037711,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_016.pdb,,-0.010144250145795175
ESMFold2_newmethod,ESMFold2,ShallowMsa_017,1nocA,0.2974058024207156,0.3163896847633205,-0.018983882342604896,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_017.pdb,,0.00499700917197704
ESMFold2_newmethod,ESMFold2,ShallowMsa_018,1nocA,0.3259067573093749,0.306356040196989,0.01955071711238593,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_018.pdb,,0.043531608626967866
ESMFold2_newmethod,ESMFold2,ShallowMsa_019,1nocA,0.2897533729499003,0.2998654376088048,-0.010112064658904518,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_019.pdb,,0.013868826855677419
ESMFold2_newmethod,ESMFold2,ShallowMsa_020,1nocA,0.2977166022862848,0.35493231338069087,-0.05721571109440604,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_020.pdb,,-0.033234819579824104
ESMFold2_newmethod,ESMFold2,ShallowMsa_021,1nocA,0.3127189266636454,0.30866778380031845,0.004051142863326973,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_021.pdb,,0.02803203437790891
ESMFold2_newmethod,ESMFold2,ShallowMsa_022,1nocA,0.3509137367515119,0.3910192853384364,-0.0401055485869245,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_022.pdb,,-0.016124657072342563
ESMFold2_newmethod,ESMFold2,ShallowMsa_023,1nocA,0.40562475500834255,0.43217223567556246,-0.026547480667219903,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_023.pdb,,-0.002566589152637966
ESMFold2_newmethod,ESMFold2,ShallowMsa_024,1nocA,0.38242177095404484,0.40484227125705485,-0.022420500303010016,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_024.pdb,,0.001560391211571921
ESMFold2_newmethod,ESMFold2,ShallowMsa_025,1nocA,0.32488243569638675,0.35314713151539007,-0.028264695819003316,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_025.pdb,,-0.004283804304421379
ESMFold2_newmethod,ESMFold2,ShallowMsa_026,1nocA,0.28818012208810784,0.3226068818417828,-0.034426759753674985,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_026.pdb,,-0.010445868239093048
ESMFold2_newmethod,ESMFold2,ShallowMsa_027,1nocA,0.4254841021306292,0.4487940760030642,-0.023309973872434997,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_027.pdb,,0.0006709176421469398
ESMFold2_newmethod,ESMFold2,ShallowMsa_028,1nocA,0.3458540938744373,0.31981136548274336,0.026042728391693915,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_028.pdb,,0.05002361990627585
ESMFold2_newmethod,ESMFold2,ShallowMsa_029,1nocA,0.31253178077442195,0.33418312699649394,-0.021651346222071988,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_029.pdb,,0.002329545292509949
ESMFold2_newmethod,ESMFold2,ShallowMsa_030,1nocA,0.2911140554935627,0.3515513002487418,-0.06043724475517914,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_030.pdb,,-0.036456353240597206
ESMFold2_newmethod,ESMFold2,ShallowMsa_031,1nocA,0.2979535019031792,0.3520475024504364,-0.054094000547257215,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_031.pdb,,-0.030113109032675278
ESMFold2_newmethod,ESMFold2,ShallowMsa_032,1nocA,0.2885586472260967,0.26129001103367894,0.02726863619241776,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_032.pdb,,0.0512495277069997
ESMFold2_newmethod,ESMFold2,ShallowMsa_033,1nocA,0.34809030266661106,0.3540544971650793,-0.005964194498468245,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_033.pdb,,0.018016697016113692
ESMFold2_newmethod,ESMFold2,ShallowMsa_034,1nocA,0.28090245154580185,0.34259566808065456,-0.06169321653485271,Pipeline/FoldPairs/1nocA_1qomB/output_esmfold2/ShallowMsa_034.pdb,,-0.037712325020270776
