mode,version,cluster,chain,TM_F1,TM_F2,TMdiff,pred_pdb,error,TMdiff_centered
AF2_treek100_full,AF2,ShallowMsa_000,5jytA,0.8042984567294033,0.5045094072542193,0.2997890494751839,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_000/5jytA/tmp_ShallowMsa_000__5jytA_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,,0.01223733890355605
AF2_treek100_full,AF2,ShallowMsa_000,2qkeE,0.8042984567294033,0.5045094072542193,0.2997890494751839,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_000/2qkeE/tmp_ShallowMsa_000__2qkeE_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,,0.011557021729708294
AF2_treek100_full,AF2,ShallowMsa_001,5jytA,0.7983579423688801,0.49826796583961913,0.300089976529261,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_001/5jytA/tmp_ShallowMsa_001__5jytA_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,,0.012538265957633132
AF2_treek100_full,AF2,ShallowMsa_001,2qkeE,0.7983579423688801,0.49826796583961913,0.300089976529261,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_001/2qkeE/tmp_ShallowMsa_001__2qkeE_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,,0.011857948783785377
AF2_treek100_full,AF2,ShallowMsa_002,5jytA,0.8119555390966204,0.4922838903104284,0.31967164878619203,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_002/5jytA/tmp_ShallowMsa_002__5jytA_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,,0.03211993821456416
AF2_treek100_full,AF2,ShallowMsa_002,2qkeE,0.8119555390966204,0.4922838903104284,0.31967164878619203,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_002/2qkeE/tmp_ShallowMsa_002__2qkeE_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,,0.0314396210407164
AF2_treek100_full,AF2,ShallowMsa_003,5jytA,0.7798587714138607,0.5090383932988556,0.27082037811500514,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_003/5jytA/tmp_ShallowMsa_003__5jytA_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,,-0.016731332456622727
AF2_treek100_full,AF2,ShallowMsa_003,2qkeE,0.7798587714138607,0.5090383932988556,0.27082037811500514,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_003/2qkeE/tmp_ShallowMsa_003__2qkeE_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,,-0.017411649630470483
AF2_treek100_full,AF2,ShallowMsa_004,5jytA,0.8081438071214115,0.5079944913342779,0.30014931578713366,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_004/5jytA/tmp_ShallowMsa_004__5jytA_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,,0.012597605215505792
AF2_treek100_full,AF2,ShallowMsa_004,2qkeE,0.8081438071214115,0.5079944913342779,0.30014931578713366,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_004/2qkeE/tmp_ShallowMsa_004__2qkeE_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,,0.011917288041658036
AF2_treek100_full,AF2,ShallowMsa_005,5jytA,0.7803438867643844,0.5158581137151869,0.2644857730491975,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_005/5jytA/tmp_ShallowMsa_005__5jytA_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,,-0.023065937522430358
AF2_treek100_full,AF2,ShallowMsa_005,2qkeE,0.7803438867643844,0.5158581137151869,0.2644857730491975,Pipeline/FoldPairs/5jytA_2qkeE/output_AF/AF2_treek100_full/ShallowMsa_005/2qkeE/tmp_ShallowMsa_005__2qkeE_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,,-0.023746254696278113
