fold_pair,model,cluster_num,name,TMscore_fold1,TMscore_fold2,TMdiff
2qqjA_4qdsA,AF2,DeepMsa,DeepMsa__2qqjA,0.9858307786913896,0.5177663162676668,0.4680644624237228
2qqjA_4qdsA,AF2,DeepMsa,DeepMsa__4qdsA,0.5390771533718972,0.457231494843369,0.08184565852852821
2qqjA_4qdsA,AF2,ShallowMsa_000,ShallowMsa_000__2qqjA,0.9555652191501095,0.5158670610422422,0.4396981581078673
2qqjA_4qdsA,AF2,ShallowMsa_000,ShallowMsa_000__4qdsA,0.5279815041231388,0.465414833864976,0.06256667025816282
2qqjA_4qdsA,AF2,ShallowMsa_001,ShallowMsa_001__2qqjA,0.948894052576414,0.5164793712939009,0.43241468128251315
2qqjA_4qdsA,AF2,ShallowMsa_001,ShallowMsa_001__4qdsA,0.525950579337598,0.4763523552143047,0.049598224123293344
2qqjA_4qdsA,AF2,ShallowMsa_002,ShallowMsa_002__2qqjA,0.6154430319868999,0.5046250018803988,0.11081803010650104
2qqjA_4qdsA,AF2,ShallowMsa_002,ShallowMsa_002__4qdsA,0.5211836877817971,0.4660041033902324,0.05517958439156473
2qqjA_4qdsA,AF2,ShallowMsa_003,ShallowMsa_003__2qqjA,0.5797791992015475,0.49244544394249457,0.08733375525905296
2qqjA_4qdsA,AF2,ShallowMsa_003,ShallowMsa_003__4qdsA,0.5103342948162596,0.47013284170504704,0.04020145311121254
2qqjA_4qdsA,AF2,ShallowMsa_004,ShallowMsa_004__2qqjA,0.5316422821123192,0.5341806192291465,-0.0025383371168272717
2qqjA_4qdsA,AF2,ShallowMsa_004,ShallowMsa_004__4qdsA,0.44301049380768565,0.4092639389424815,0.03374655486520417
2qqjA_4qdsA,AF2,ShallowMsa_005,ShallowMsa_005__2qqjA,0.3514030344272196,0.2894869008909624,0.06191613353625719
2qqjA_4qdsA,AF2,ShallowMsa_005,ShallowMsa_005__4qdsA,0.23207696671187616,0.193579860193087,0.038497106518789154
2qqjA_4qdsA,AF2,ShallowMsa_006,ShallowMsa_006__2qqjA,0.6881679135067558,0.4280922059084184,0.26007570759833737
2qqjA_4qdsA,AF2,ShallowMsa_006,ShallowMsa_006__4qdsA,0.19572395003098184,0.17903635539148557,0.01668759463949626
2qqjA_4qdsA,AF2,ShallowMsa_007,ShallowMsa_007__2qqjA,0.7317054533592802,0.44704803301337753,0.28465742034590263
2qqjA_4qdsA,AF2,ShallowMsa_007,ShallowMsa_007__4qdsA,0.515759013200714,0.4778619899324718,0.037897023268242236
2qqjA_4qdsA,AF2,ShallowMsa_008,ShallowMsa_008__2qqjA,0.5503741526574055,0.47498485927507683,0.07538929338232869
2qqjA_4qdsA,AF2,ShallowMsa_008,ShallowMsa_008__4qdsA,0.5036155543068821,0.46369302980093097,0.03992252450595113
2qqjA_4qdsA,AF2,ShallowMsa_009,ShallowMsa_009__2qqjA,0.45942999343744767,0.30170428499060126,0.1577257084468464
2qqjA_4qdsA,AF2,ShallowMsa_009,ShallowMsa_009__4qdsA,0.20597119820606477,0.18577931824066055,0.020191879965404225
2qqjA_4qdsA,AF2,ShallowMsa_010,ShallowMsa_010__2qqjA,0.22341335249335922,0.23484749683862705,-0.011434144345267822
2qqjA_4qdsA,AF2,ShallowMsa_010,ShallowMsa_010__4qdsA,0.18541799825113278,0.19662805864915264,-0.011210060398019861
2qqjA_4qdsA,AF2,ShallowMsa_011,ShallowMsa_011__2qqjA,0.44964593584813134,0.35039962810723013,0.09924630774090121
2qqjA_4qdsA,AF2,ShallowMsa_011,ShallowMsa_011__4qdsA,0.2174761442945276,0.2054301069482344,0.012046037346293198
2qqjA_4qdsA,AF2,ShallowMsa_012,ShallowMsa_012__2qqjA,0.5334920445775234,0.4701370203885911,0.0633550241889323
2qqjA_4qdsA,AF2,ShallowMsa_012,ShallowMsa_012__4qdsA,0.502830651364386,0.44517331674795085,0.05765733461643513
2qqjA_4qdsA,AF2,ShallowMsa_013,ShallowMsa_013__2qqjA,0.5315082490129951,0.41733272678912053,0.11417552222387456
