pair_id,file,cluster,thresh,sep_min,t1_precision,t1_recall,t1_f1,t1_jaccard,t1_mcc,t2_precision,t2_recall,t2_f1,t2_jaccard,t2_mcc,common_precision,common_recall,common_f1,common_jaccard,common_mcc,uniq1_precision,uniq1_recall,uniq1_f1,uniq1_jaccard,uniq1_mcc,uniq2_precision,uniq2_recall,uniq2_f1,uniq2_jaccard,uniq2_mcc
2qqjA_4qdsA,msa_t__MSA_deep.npy,DeepMsa,0.4,6,,,,,,,,,,,0.005649717514124294,0.00267379679144385,0.0036297640653357526,0.0018181818181818182,-0.012667872230031695,0.0,0.0,0.0,0.0,-0.006075279535402948,0.0,0.0,0.0,0.0,-0.006015231564441496
2qqjA_4qdsA,msa_t__ShallowMsa_000.npy,ShallowMsa_000,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.0141145398573923,0.0,0.0,0.0,0.0,-0.005158252215156801,0.0,0.0,0.0,0.0,-0.00510726812834687
2qqjA_4qdsA,msa_t__ShallowMsa_001.npy,ShallowMsa_001,0.4,6,,,,,,,,,,,0.022727272727272728,0.00267379679144385,0.004784688995215311,0.002398081534772182,-0.00035257772191076936,0.0,0.0,0.0,0.0,-0.0030161967658206964,0.0,0.0,0.0,0.0,-0.00298638472264596
2qqjA_4qdsA,msa_t__ShallowMsa_002.npy,ShallowMsa_002,0.4,6,,,,,,,,,,,0.01818181818181818,0.00267379679144385,0.004662004662004662,0.002336448598130841,-0.0021615898361844084,0.0,0.0,0.0,0.0,-0.0033733917921778904,0.0,0.0,0.0,0.0,-0.003340049238769793
2qqjA_4qdsA,msa_t__ShallowMsa_003.npy,ShallowMsa_003,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.007966140204944962,0.0,0.0,0.0,0.0,-0.002911278778732978,0.0,0.0,0.0,0.0,-0.0028825037433543865
2qqjA_4qdsA,msa_t__ShallowMsa_004.npy,ShallowMsa_004,0.4,6,,,,,,,,,,,0.043478260869565216,0.00267379679144385,0.005037783375314861,0.0025252525252525255,0.004957225204471517,0.0,0.0,0.0,0.0,-0.0021792505197382513,0.0,0.0,0.0,0.0,-0.0021577108405902547
2qqjA_4qdsA,msa_t__ShallowMsa_005.npy,ShallowMsa_005,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.001242521467878441,0.0,0.0,0.0,0.0,-0.00045408771230378404,0.0,0.0,0.0,0.0,-0.0004495995162292702
2qqjA_4qdsA,msa_t__ShallowMsa_006.npy,ShallowMsa_006,0.4,6,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,
2qqjA_4qdsA,msa_t__ShallowMsa_007.npy,ShallowMsa_007,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.004481682279304803,0.0,0.0,0.0,0.0,-0.0016378605167738018,0.0,0.0,0.0,0.0,-0.0016216719282196425
2qqjA_4qdsA,msa_t__ShallowMsa_008.npy,ShallowMsa_008,0.4,6,,,,,,,,,,,0.03896103896103896,0.008021390374331552,0.013303769401330377,0.006696428571428571,0.007006358940331378,0.0,0.0,0.0,0.0,-0.003994250853997648,0.0,0.0,0.0,0.0,-0.003954771739020975
2qqjA_4qdsA,msa_t__ShallowMsa_009.npy,ShallowMsa_009,0.4,6,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,
2qqjA_4qdsA,msa_t__ShallowMsa_010.npy,ShallowMsa_010,0.4,6,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,
2qqjA_4qdsA,msa_t__ShallowMsa_011.npy,ShallowMsa_011,0.4,6,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,
2qqjA_4qdsA,msa_t__ShallowMsa_012.npy,ShallowMsa_012,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.0035151625576725514,0.0,0.0,0.0,0.0,-0.0012846394734047418,0.0,0.0,0.0,0.0,-0.0012719421162962468
2qqjA_4qdsA,msa_t__ShallowMsa_013.npy,ShallowMsa_013,0.4,6,,,,,,,,,,,0.02197802197802198,0.0053475935828877,0.008602150537634409,0.004319654427645789,-0.0008829435006561609,0.0,0.0,0.0,0.0,-0.004344148751691163,0.0,0.0,0.0,0.0,-0.004301211251190378
2qqjA_4qdsA,msa_t__ShallowMsa_014.npy,ShallowMsa_014,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.010493012790123723,0.0,0.0,0.0,0.0,-0.0038347411261853343,0.0,0.0,0.0,0.0,-0.0037968386029437287
2qqjA_4qdsA,msa_t__ShallowMsa_015.npy,ShallowMsa_015,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.009230621326616832,0.0,0.0,0.0,0.0,-0.0033733917921778904,0.0,0.0,0.0,0.0,-0.003340049238769793
2qqjA_4qdsA,msa_t__ShallowMsa_016.npy,ShallowMsa_016,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.011821035821549777,0.0,0.0,0.0,0.0,-0.00432007595203479,0.0,0.0,0.0,0.0,-0.004277376386721397
2qqjA_4qdsA,msa_t__ShallowMsa_017.npy,ShallowMsa_017,0.4,6,,,,,,,,,,,0.014925373134328358,0.00267379679144385,0.0045351473922902496,0.0022727272727272726,-0.003784626458464439,0.0,0.0,0.0,0.0,-0.003724679404696576,0.0,0.0,0.0,0.0,-0.003687864729844071
2qqjA_4qdsA,msa_t__ShallowMsa_018.npy,ShallowMsa_018,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.001242521467878441,0.0,0.0,0.0,0.0,-0.00045408771230378404,0.0,0.0,0.0,0.0,-0.0004495995162292702
2qqjA_4qdsA,msa_t__ShallowMsa_019.npy,ShallowMsa_019,0.4,6,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,
2qqjA_4qdsA,msa_t__ShallowMsa_020.npy,ShallowMsa_020,0.4,6,,,,,,,,,,,0.03225806451612903,0.00267379679144385,0.004938271604938272,0.0024752475247524753,0.002484015651254305,0.0,0.0,0.0,0.0,-0.00253066438120088,0.0,0.0,0.0,0.0,-0.0025056513327658255
2qqjA_4qdsA,msa_t__ShallowMsa_021.npy,ShallowMsa_021,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.0027787152960145134,0.0,0.0,0.0,0.0,-0.0010154999366451234,0.0,0.0,0.0,0.0,-0.0010054627506437754
2qqjA_4qdsA,msa_t__ShallowMsa_022.npy,ShallowMsa_022,0.4,6,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.0017572464908186026,0.0,0.0,0.0,0.0,-0.0006421973862006033,0.0,0.0,0.0,0.0,-0.0006358499169568633
2qqjA_4qdsA,msa_t__ShallowMsa_023.npy,ShallowMsa_023,0.4,6,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,
2qqjA_4qdsA,msa_t__ShallowMsa_024.npy,ShallowMsa_024,0.4,6,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,
2qqjA_4qdsA,msa_t__ShallowMsa_025.npy,ShallowMsa_025,0.4,6,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,
